GOterm	Definition	Ontology_source
GO:0015280	Enables the transmembrane transfer of a sodium ion by a channel that opens when a specific ligand has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0015276	Enables the transmembrane transfer of an ion by a channel that opens when a specific ligand has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0015275	Enables the transmembrane transfer of a calcium ion by a channel that opens in response to a mechanical stress in the form of stretching.	molecular_function
GO:0015272	Enables the transmembrane transfer of a potassium ion by an inwardly-rectifying voltage-gated channel, where the inward rectification is due to a voltage-dependent block of the channel pore by ATP. An inwardly rectifying current-voltage relation is one where at any given driving force the inward flow of K+ ions exceeds the outward flow for the opposite driving force.	molecular_function
GO:0015271	Enables the transmembrane transfer of a potassium ion by an outwardly-rectifying voltage-gated channel. An outwardly rectifying current-voltage relation is one where at any given driving force the outward flow of K+ ions exceeds the inward flow for the opposite driving force.	molecular_function
GO:0015267	Enables the energy-independent facilitated diffusion, mediated by passage of a solute through a transmembrane aqueous pore or channel. Stereospecificity is not exhibited but this transport may be specific for a particular molecular species or class of molecules.	molecular_function
GO:0015266	Enables the energy-independent facilitated diffusion, mediated by passage of proteins through a transmembrane aqueous pore or channel.	molecular_function
GO:0015265	Enables the facilitated diffusion of urea (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	molecular_function
GO:0015264	Enables the facilitated diffusion of methylammonium (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. Methylammonium is CH3NH2.	molecular_function
GO:0015255	Enables the facilitated diffusion of propanediol (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	molecular_function
GO:0015254	Enables the facilitated diffusion of glycerol (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	molecular_function
GO:0015252	Enables the facilitated diffusion of a hydrogen ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	molecular_function
GO:0015251	Enables the facilitated diffusion of ammonium (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	molecular_function
GO:0015250	Transport systems of this type enable facilitated diffusion of water (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	molecular_function
GO:0090512	A plasma membrane part that is composed of a furrow-like plasma membrane domain and associated integral transmembrane proteins.	cellular_component
GO:0021776	The series of molecular signals initiated by binding of a ligand to the transmembrane receptor smoothened in a precursor cell in the spinal cord that contributes to the process of a precursor cell becoming capable of differentiating autonomously into a motor neuron in an environment that is neutral with respect to the developmental pathway.	biological_process
GO:0021775	The series of molecular signals initiated by binding of a ligand to the transmembrane receptor smoothened in a precursor cell in the ventral spinal cord that contributes to the commitment of the precursor cell to an interneuron fate.	biological_process
GO:0071052	A protein complex that consists of an alpha9-beta1 integrin complex bound to the transmembrane metallopeptidase ADAM1.	cellular_component
GO:0008332	Enables the transmembrane transfer of a calcium ion by a low voltage-gated channel. A low voltage-gated channel is a channel whose open state is dependent on low voltage across the membrane in which it is embedded.	molecular_function
GO:0090281	Any process that decreases the rate, frequency, or extent of the directed movement of calcium ions into a cell or organelle.	biological_process
GO:0090280	Any process that increases the rate, frequency, or extent of the directed movement of calcium ions into a cell or organelle.	biological_process
GO:0090279	Any process that modulates the rate, frequency, or extent of the directed movement of calcium ions into a cell or organelle.	biological_process
GO:0035333	The proteolytic cleavages to the Notch protein that occur as a result of ligand binding. Ligand binding at the cell surface exposes an otherwise inaccessible cleavage site in the extracellular portion of Notch, which when cleaved releases a membrane-tethered form of the Notch intracellular domain. Subsequent cleavage within the transmembrane domain then leads to the release of the soluble Notch intracellular domain (NICD).	biological_process
GO:0035344	The directed movement of hypoxanthine, 6-hydroxypurine, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
